"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 20 18:36:49 UTC 2020","Thu Aug 20 18:36:51 UTC 2020","2000","","fedora_rawhide-container","","","","QA 870","PCP QA Test No. 870

Various checks around the pmlogger control and run files in

$PCP_TMP_DIR/pmlogger and $PCP_RUN_DIR



With a single --check option, is silent except if there is a problem

and runs just the integrity check.  This could be used from check or

check.callback



Copyright (c) 2016 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Aug 20 18:57:12 UTC 2020","Thu Aug 20 18:57:45 UTC 2020","33000","","ubuntu2004-direct","","","","QA 1186","PCP QA Test No. 1186

pmie retry back-off for bad host



Copyright (c) 2017 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Aug 20 18:20:36 UTC 2020","Thu Aug 20 18:20:38 UTC 2020","2000","","debian10-container","","","","QA 815","PCP QA Test No. 815

pmie bug in count_<foo> method when boolean expression is UNKNOWN



Copyright (c) 2014 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Aug 20 17:05:55 UTC 2020","Thu Aug 20 17:05:58 UTC 2020","3000","","ubuntu2004-direct","","","","QA 073","PCP QA Test No. 073

check out pmclient_fg python script (live mode)

Python toolchain variant of test 109.



Copyright (c) 2016 Red Hat.

Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Thu Aug 20 17:07:24 UTC 2020","Thu Aug 20 17:07:30 UTC 2020","6000","","ubuntu1604-container","","","","QA 160","PCP QA Test No. 160

Exercise __pmSetClientId()



Copyright (c) 2009 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Aug 20 17:35:38 UTC 2020","Thu Aug 20 17:35:43 UTC 2020","5000","","fedora_rawhide-container","","","","QA 339","PCP QA Test No. 339

pmie failure to deal with aggregate operators bound to %v expressions



Copyright (c) 2009 Silicon Graphics, Inc.  All Rights Reserved.



"
"skipped","Thu Aug 20 18:00:03 UTC 2020","Thu Aug 20 18:00:03 UTC 2020","0","","fedora_rawhide-container","","","","QA 555","PCP QA Test No. 555

pmie syslog(3) changes and parsing -t tag and -p pri arguments in

a syslog action



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"skipped","Thu Aug 20 18:30:59 UTC 2020","Thu Aug 20 18:30:59 UTC 2020","0","","centos6-container","","","","QA 1188","PCP QA Test No. 1188

Test pmdadm VDO (Virtual Data Optimizer) metrics with valgrind.



Copyright (c) 2018-2019 Red Hat.



"
"passed","Thu Aug 20 17:05:31 UTC 2020","Thu Aug 20 17:05:32 UTC 2020","1000","","centos6-container","","","","QA 253","PCP QA Test No. 253



Derived Metrics and archives



Copyright (c) 2009 Ken McDonell.  All Rights Reserved.



"
"skipped","Thu Aug 20 17:36:36 UTC 2020","Thu Aug 20 17:36:36 UTC 2020","0","","ubuntu2004-direct","","","","QA 307","PCP QA Test No. 307

pv:936084 - nasflush from nasmgr causes high rate of tcp drops

(because it uses pmlc a lot)



Copyright (c) 2005 Silicon Graphics, Inc.  All Rights Reserved.



"
"failed","Thu Aug 20 17:43:10 UTC 2020","Thu Aug 20 17:43:11 UTC 2020","1000","","debian10-container","","","","QA 444","PCP QA Test No. 444

pmid and desc caching in pmevent



Copyright (c) 2011 Ken McDonell.  All Rights Reserved.



**To reproduce this test in a container, please run:**

    ./build/ci/run.py --runner container --platform debian10 reproduce"
"passed","Thu Aug 20 17:14:19 UTC 2020","Thu Aug 20 17:14:58 UTC 2020","39000","","ubuntu1804-direct","","","","QA 199","PCP QA Test No. 199

check out trivial PMDA



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Thu Aug 20 18:17:10 UTC 2020","Thu Aug 20 18:17:19 UTC 2020","9000","","ubuntu1604-container","","","","QA 800","PCP QA Test No. 800

Excercise the hotproc additions to the linux_proc pmda



Copyright (c) 2014 Martins Innus.  All Rights Reserved.



"
"passed","Thu Aug 20 16:55:23 UTC 2020","Thu Aug 20 16:55:43 UTC 2020","20000","","debian10-container","","","","QA 040","PCP QA Test No. 040

mem leak in pmlogger



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Thu Aug 20 17:23:23 UTC 2020","Thu Aug 20 17:23:55 UTC 2020","32000","","centos7-container","","","","QA 326","PCP QA Test No. 326

Check PMCD state change notification, aka PMCD reset



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.

Copyright (c) 2016 Red Hat, Inc.



"
"failed","Thu Aug 20 19:43:43 UTC 2020","Thu Aug 20 19:44:43 UTC 2020","60000","","fedora31-container","","","","QA 1724","PCP QA Test No. 1724

Exercise the bpftrace PMDA - authentication



**To reproduce this test in a container, please run:**

    ./build/ci/run.py --runner container --platform fedora31 reproduce"
"passed","Thu Aug 20 18:19:36 UTC 2020","Thu Aug 20 18:19:38 UTC 2020","2000","","debian10-container","","","","QA 799","PCP QA Test No. 799

checkout pmlogrewrite -q



Copyright (c) 2019 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Aug 20 17:46:34 UTC 2020","Thu Aug 20 17:46:37 UTC 2020","3000","","fedora31-container","","","","QA 466","PCP QA Test No. 466

pmlogger -r



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.

Copyright 2014 Red Hat



"
"passed","Thu Aug 20 18:38:38 UTC 2020","Thu Aug 20 18:38:38 UTC 2020","0","","ubuntu1804-direct","","","","QA 1050","PCP QA Test No. 1050 (formerly 553)

check line length in pmieconf default rules



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"skipped","Thu Aug 20 18:08:31 UTC 2020","Thu Aug 20 18:08:31 UTC 2020","0","","centos7-container","","","","QA 796","PCP QA Test No. 796

Exercise elasticsearch PMDA - install, remove and values.



Copyright (c) 2015 Red Hat.



"
"passed","Thu Aug 20 18:09:18 UTC 2020","Thu Aug 20 18:09:36 UTC 2020","18000","","fedora31-container","","","","QA 683","PCP QA Test No. 683

Exercise MMV v3 labels support end-to-end.



Copyright (c) 2018 Red Hat.



"
"broken","Thu Aug 20 18:25:30 UTC 2020","Thu Aug 20 18:26:38 UTC 2020","68000","","fedora_rawhide-container","","","","QA 750","PCP QA Test No. 750

Exercise the RPM Package Manager PMDA



Copyright (c) 2013-2014 Red Hat.



seq=`basename $0`

echo ""QA output created by $seq""

**To reproduce this test in a container, please run:**

    ./build/ci/run.py --runner container --platform fedora_rawhide reproduce"
"skipped","Thu Aug 20 18:25:20 UTC 2020","Thu Aug 20 18:25:20 UTC 2020","0","","centos6-container","","","","QA 1070","PCP QA Test No. 1070

Exercise pmrep csv / sheet2pcp / pmrep csv roundtrip compatibility.



Copyright (c) 2016 Red Hat.



"
"passed","Thu Aug 20 16:59:22 UTC 2020","Thu Aug 20 16:59:25 UTC 2020","3000","","centos6-container","","","","QA 175","PCP QA Test No. 175

Check pmval for initial ""No values"" and sample ctrs



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"failed","Thu Aug 20 17:29:51 UTC 2020","Thu Aug 20 17:30:05 UTC 2020","14000","","fedora31-container","","","","QA 297","PCP QA Test No. 297

exercise pmproxy and client reconnect



Copyright (c) 2005 Silicon Graphics, Inc.  All Rights Reserved.



**To reproduce this test in a container, please run:**

    ./build/ci/run.py --runner container --platform fedora31 reproduce"
"passed","Thu Aug 20 17:42:44 UTC 2020","Thu Aug 20 17:43:00 UTC 2020","16000","","centos7-container","","","","QA 557","PCP QA Test No. 557

pmie problems where metrics not initially available and later become

available



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Thu Aug 20 16:56:35 UTC 2020","Thu Aug 20 16:57:29 UTC 2020","54000","","centos7-container","","","","QA 110","PCP QA Test No. 110

check out simple PMDA



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Thu Aug 20 17:19:28 UTC 2020","Thu Aug 20 17:19:28 UTC 2020","0","","ubuntu2004-direct","","","","QA 181","PCP QA Test No. 181

match instance name with embedded spaces for an archive



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Thu Aug 20 18:32:58 UTC 2020","Thu Aug 20 18:33:03 UTC 2020","5000","","fedora_rawhide-container","","","","QA 833","PCP QA Test No. 833



Memory leak associated with PDU buffers remaining pinned after calling

pmDestroyContext().

See http://oss.sgi.com/bugzilla/show_bug.cgi?id=1057



Memory corruption after duplicating contexts with attributes after calling

pmDestroyContext().

See http://oss.sgi.com/bugzilla/show_bug.cgi?id=1129



Copyright (c) 2014 Ken McDonell.  All Rights Reserved.

Copyright (c) 2016 Red Hat.



"
"passed","Thu Aug 20 18:13:32 UTC 2020","Thu Aug 20 18:13:43 UTC 2020","11000","","ubuntu1604-container","","","","QA 755","PCP QA Test No. 755

Exercise the Apache PMDA Install/Remove.



Copyright (c) 2014-2016 Red Hat.



"
"passed","Thu Aug 20 17:35:40 UTC 2020","Thu Aug 20 17:35:40 UTC 2020","0","","debian11-container","","","","QA 342","PCP QA Test No. 342

dbpmda with new open socket command



Copyright (c) 2010 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Aug 20 18:31:38 UTC 2020","Thu Aug 20 18:31:39 UTC 2020","1000","","ubuntu1804-direct","","","","QA 945","PCP QA Test No. 945

Exercise log migration for the XFS from Linux PMDA split.



Copyright (c) 2013 Red Hat.



"
"passed","Thu Aug 20 16:52:30 UTC 2020","Thu Aug 20 16:52:30 UTC 2020","0","","fedora_rawhide-container","","","","QA 007","PCP QA Test No. 007

exercise optFetch routines



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Thu Aug 20 18:37:21 UTC 2020","Thu Aug 20 18:38:00 UTC 2020","39000","","centos6-container","","","","QA 1396","PCP QA Test No. 1396

Exercise the pcp-pidstat command for process state reporting. (exercise the -B flag)



Copyright (c) 2017 Red Hat.  All Rights Reserved.



"
"passed","Thu Aug 20 18:25:08 UTC 2020","Thu Aug 20 18:25:09 UTC 2020","1000","","debian10-container","","","","QA 861","PCP QA Test No. 861

Exercise custom pmcd hostname settings for clients needing

accurate (and/or custom) remote host name information.



Copyright (c) 2013 Red Hat.



"
"passed","Thu Aug 20 17:22:43 UTC 2020","Thu Aug 20 17:22:44 UTC 2020","1000","","debian11-container","","","","QA 256","PCP QA Test No. 256



Derived metrics and PMNS operations



Copyright (c) 2009 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Aug 20 17:48:03 UTC 2020","Thu Aug 20 17:48:06 UTC 2020","3000","","fedora32-container","","","","QA 518","PCP QA Test No. 518

pcp -P workout



Copyright (c) 2012 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Aug 20 19:12:53 UTC 2020","Thu Aug 20 19:12:58 UTC 2020","5000","","debian10-container","","","","QA 1423","PCP QA Test No. 1423

checks basic pcp2spark functionality



Copyright (c) 2018 Red Hat



seq=`basename $0`

echo ""QA output created by $seq""

"
"passed","Thu Aug 20 19:36:27 UTC 2020","Thu Aug 20 19:36:28 UTC 2020","1000","","fedora_rawhide-container","","","","QA 1234","PCP QA Test No. 1234

Exercise the pmjson utility for manipulating JSON strings.



Copyright (c) 2017 Red Hat.



"
"passed","Thu Aug 20 19:04:39 UTC 2020","Thu Aug 20 19:04:47 UTC 2020","8000","","fedora32-container","","","","QA 1147","PCP QA Test No. 1147

mutual exclusion for pmlogger init script?

this version is using systemctl (see 1146 for dual)



Copyright (c) 2019 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Aug 20 17:58:41 UTC 2020","Thu Aug 20 17:58:42 UTC 2020","1000","","ubuntu1604-container","","","","QA 618","PCP QA Test No. 618

pmlogsize with bzip2 compression



Copyright (c) 2018 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Aug 20 17:53:05 UTC 2020","Thu Aug 20 17:53:38 UTC 2020","33000","","fedora32-container","","","","QA 578","PCP QA Test No. 578

Test for Bug #660497, change openfds metric to be the

largest known file descriptor used by pmcd.

This means the file descriptor can only ever increase.

The following behaviour is expected:

	the file descriptor will increase when a client or pmda connects

	the file descriptor will stay the same when a client or pmda disconnects



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Thu Aug 20 18:18:12 UTC 2020","Thu Aug 20 18:18:19 UTC 2020","7000","","ubuntu1604-container","","","","QA 812","PCP QA Test No. 812

pmlogextract with config file and various instance specifications



Copyright (c) 2015 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Aug 20 16:44:17 UTC 2020","Thu Aug 20 16:44:21 UTC 2020","4000","","centos6-container","","","","QA 058","PCP QA Test No. 058

pmval busted for metrics with (a) incomplete instance domains, and

(b) an instance domain of PM_INDOM_NULL?



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Thu Aug 20 17:45:08 UTC 2020","Thu Aug 20 17:45:09 UTC 2020","1000","","ubuntu1604-container","","","","QA 483","PCP QA Test No. 483

check pmlogrewrite config parser - metric clauses



Copyright (c) 2011 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Aug 20 17:31:10 UTC 2020","Thu Aug 20 17:31:24 UTC 2020","14000","","centos7-container","","","","QA 430","PCP QA Test No. 430



Test out pmlogger_check with duplicate directory names

Test out pmlogger_check with directory names where one is a subname

of the other.



Note:

	This test assumes 127.0.0.2 is available ... for some platforms

	this may not be the case, e.g. Mac OS X, where it is necessary

	to arrange for the command below to be run in the reboot

	sequence ...

	# ifconfig lo0 alias 127.0.0.2



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Thu Aug 20 18:00:36 UTC 2020","Thu Aug 20 18:00:37 UTC 2020","1000","","debian10-container","","","","QA 637","PCP QA Test No. 637

exercise mk.logfarm



Copyright (c) 2018 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Aug 20 18:18:32 UTC 2020","Thu Aug 20 18:18:35 UTC 2020","3000","","debian10-container","","","","QA 777","PCP QA Test No. 777

instant() for derived metrics



Copyright (c) 2015 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Aug 20 18:11:20 UTC 2020","Thu Aug 20 18:11:26 UTC 2020","6000","","ubuntu2004-direct","","","","QA 651","PCP QA Test No. 651

basic pmproxy functionality



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Thu Aug 20 18:16:55 UTC 2020","Thu Aug 20 18:16:56 UTC 2020","1000","","ubuntu1804-direct","","","","QA 738","PCP QA Test No. 738

Exercise pmlogmv



Copyright (c) 2014 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Aug 20 17:56:19 UTC 2020","Thu Aug 20 17:56:45 UTC 2020","26000","","debian11-container","","","","QA 558","PCP QA Test No. 558

pmie problems where metrics initially available and later become

unavailable



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Thu Aug 20 18:58:48 UTC 2020","Thu Aug 20 18:59:13 UTC 2020","25000","","ubuntu1804-direct","","","","QA 1321","PCP QA Test No. 1321

Test pmlogger dynamic PMNS support

"
"skipped","Thu Aug 20 17:40:29 UTC 2020","Thu Aug 20 17:40:29 UTC 2020","0","","ubuntu2004-direct","","","","QA 374","PCP QA Test No. 374

pmlogger (assorted) and pmlc (PCP 2.0) version compatibility



64-bit host version ... see 322 for 32-bit host version ... this

one is optionally not run if you can't find a 64-bit host running

pcp



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"skipped","Thu Aug 20 18:40:27 UTC 2020","Thu Aug 20 18:40:27 UTC 2020","0","","centos6-container","","","","QA 1608","PCP QA Test No. 1608

Exercise a long URL handling in pmproxy.



Copyright (c) 2020 Red Hat.  All Rights Reserved.



"
"passed","Thu Aug 20 18:17:34 UTC 2020","Thu Aug 20 18:17:54 UTC 2020","20000","","ubuntu2004-direct","","","","QA 698","PCP QA Test No. 698

pmie reshaping when metrics become available

GH issue #571

valgrind version of qa/692



Copyright (c) 2018 Ken McDonell.  All Rights Reserved.



"
"failed","Thu Aug 20 19:43:17 UTC 2020","Thu Aug 20 19:43:43 UTC 2020","26000","","fedora31-container","","","","QA 1723","PCP QA Test No. 1723

Exercise the bpftrace PMDA - check autostart script directory permissions



**To reproduce this test in a container, please run:**

    ./build/ci/run.py --runner container --platform fedora31 reproduce"
"passed","Thu Aug 20 18:25:57 UTC 2020","Thu Aug 20 18:25:58 UTC 2020","1000","","centos6-container","","","","QA 1082","PCP QA Test No. 1082

Exercise python inst string encoding/decoding bug that

Martins observed and fixed.  See ""/tmp/1µsec"" instance

in proc.psinfo.pid sample in archives/procpid-encode &

also instance #8087 in archives/procpid-encode2.



Copyright (c) 2015 Red Hat.  All Rights Reserved.



"
"skipped","Thu Aug 20 18:19:09 UTC 2020","Thu Aug 20 18:19:09 UTC 2020","0","","debian10-container","","","","QA 794","PCP QA Test No. 794

Copyright (c) 2015 Red Hat.  All Rights Reserved.



Exercise ""container switching"" using pmStore.



"
"passed","Thu Aug 20 17:55:17 UTC 2020","Thu Aug 20 17:55:38 UTC 2020","21000","","centos7-container","","","","QA 657","PCP QA Test No. 657

checks pmdadm functionality

Requires dmsetup utility to be installed, else the test will

not run (PMDA will fail to install).



Copyright (c) 2015 Red Hat, Inc. All Rights Reserved.



seq=`basename $0`

"
"passed","Thu Aug 20 17:12:46 UTC 2020","Thu Aug 20 17:12:47 UTC 2020","1000","","fedora32-container","","","","QA 218","PCP QA Test No. 218

pmFetch for non-interp mode should not return mark records

pmFetchArchive should



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Thu Aug 20 17:45:11 UTC 2020","Thu Aug 20 17:45:11 UTC 2020","0","","ubuntu1604-container","","","","QA 487","PCP QA Test No. 487

pmlogrewrite - error cases



Copyright (c) 2011 Ken McDonell.  All Rights Reserved.



"
"broken","Thu Aug 20 19:24:43 UTC 2020","Thu Aug 20 19:25:54 UTC 2020","71000","","fedora_rawhide-container","","","","QA 1172","PCP QA Test No. 1172

Exercise the BCC PMDA syscount module - install, remove and values.



Copyright (c) 2018 Red Hat.



**To reproduce this test in a container, please run:**

    ./build/ci/run.py --runner container --platform fedora_rawhide reproduce"
"skipped","Thu Aug 20 18:29:21 UTC 2020","Thu Aug 20 18:29:21 UTC 2020","0","","fedora31-container","","","","QA 873","PCP QA Test No. 873

check kernel.pernode.cpu metrics on single CPU systems

(see commit 4ea1e0b7758660514fcae3117112bf1db4818ba0)



Copyright (c) 2015 Mark Goodwin <mgoodwin@redhat.com>.  All Rights Reserved.



"
"passed","Thu Aug 20 18:33:59 UTC 2020","Thu Aug 20 18:33:59 UTC 2020","0","","centos7-container","","","","QA 1047","PCP QA Test No. 1047 (formerly 528)

rules file syntax parsing & value/type checking



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"skipped","Thu Aug 20 18:11:38 UTC 2020","Thu Aug 20 18:11:38 UTC 2020","0","","centos6-container","","","","QA 950","PCP QA Test No. 950

Check that pmproxy advertises its presence using avahi



Copyright (c) 2014 Red Hat.



"
"passed","Thu Aug 20 16:56:40 UTC 2020","Thu Aug 20 16:56:40 UTC 2020","0","","debian10-container","","","","QA 052","PCP QA Test No. 052

pmLoadNameSpace extensions



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Thu Aug 20 19:04:08 UTC 2020","Thu Aug 20 19:04:09 UTC 2020","1000","","fedora32-container","","","","QA 1133","PCP QA Test No. 1133

Exercise pcp2xml.



Copyright (c) 2017 Red Hat.



"
"passed","Thu Aug 20 16:51:52 UTC 2020","Thu Aug 20 16:51:59 UTC 2020","7000","","centos6-container","","","","QA 108","PCP QA Test No. 108

pmNameInDom and bad inst number .. core dump for pmda?



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Thu Aug 20 16:59:50 UTC 2020","Thu Aug 20 16:59:50 UTC 2020","0","","centos7-container","","","","QA 146","PCP QA Test No. 146

exercise pmNameAll



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Thu Aug 20 18:20:41 UTC 2020","Thu Aug 20 18:21:10 UTC 2020","29000","","centos7-container","","","","QA 952","PCP QA Test No. 952

lock correctness for:

	profile and fetch operations with multiple contexts

	help text operations with multiple contexts

	pmns operations with multiple contexts



See qa/473 for the non-helgrind versions of these tests.

See qa/474 for the non-helgrind versions of these tests.

See qa/475 for the non-helgrind versions of these tests.



Copyright (c) 2017 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Aug 20 18:00:31 UTC 2020","Thu Aug 20 18:00:51 UTC 2020","20000","","ubuntu1804-direct","","","","QA 620","PCP QA Test No. 620

valgrind checkout for pmlogsize



Copyright (c) 2018 Ken McDonell.  All Rights Reserved.



"
